edit_index,doc_name,node_ix_src,node_ix_tgt,text_src,text_tgt,a,b,c,gold,node_type_src,node_type_tgt,parent_node_src,parent_node_tgt,s_index
2054,293-ARR,"293-ARR_v2_61@2==0,12","293-ARR_v1_52@4==0,14",Length Ratio,"""Length Ratio""","Modify,Grammar",,,"Modify,Grammar",ss,ss,293-ARR_v2_61@2,293-ARR_v1_52@4,3006
2055,293-ARR,"293-ARR_v2_61@2==167,179","293-ARR_v1_52@4==171,181",Controllable,Controlled,"Modify,Grammar",,,"Modify,Grammar",ss,ss,293-ARR_v2_61@2,293-ARR_v1_52@4,3006
2056,293-ARR,"293-ARR_v2_61@2==180,199","293-ARR_v1_52@4==182,189",Simplification task,TS task,"Modify,Claim",,,"Modify,Claim",ss,ss,293-ARR_v2_61@2,293-ARR_v1_52@4,3006
2057,293-ARR,"293-ARR_v2_61@2==65,81","293-ARR_v1_52@4==67,85",Grade Difference,"""Grade Difference""","Modify,Grammar",,,"Modify,Grammar",ss,ss,293-ARR_v2_61@2,293-ARR_v1_52@4,3006
2058,3-101,"3-101_v2_19@6==0,4","3-101_v1_19@6==0,8",This,But this,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-101_v2_19@6,3-101_v1_19@6,6789
2059,3-101,"3-101_v2_19@6==79,114","3-101_v1_19@6==83,187",computable to any desired precision,"not computable and therefore must be replaced by computable approximations, e.g. power-series expansions","Modify,Claim",,,"Modify,Claim",ss,ss,3-101_v2_19@6,3-101_v1_19@6,6789
2060,3-126,"3-126_v2_58@3==20,49","3-126_v1_57@3==20,46",five out of seven experiments,three out of four cultures,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,3-126_v2_58@3,3-126_v1_57@3,6820
2061,3-126,"3-126_v2_58@3==50,107","3-126_v1_57@3==48,107","in our study, there was no significance to the difference",in our study we observed the lack of significant difference,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-126_v2_58@3,3-126_v1_57@3,6820
2062,3-145,"3-145_v2_32@2==77,79","3-145_v1_32@2==77,79",in,of,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-145_v2_32@2,3-145_v1_32@2,6829
2063,3-145,"3-145_v2_32@2==80,91","3-145_v1_32@2==80,95",the dataset,the BioGPS data,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-145_v2_32@2,3-145_v1_32@2,6829
2064,3-172,"3-172_v2_4@1==137,240",,while the inner leaflet contains significant amounts of phosphatidylserine and phosphatidylethanolamine,,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,3-172_v2_4@1,,6885
2065,3-172,"3-172_v2_4@1==17,47","3-172_v1_4@1==17,23",the external leaflet of plasma,plasma,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-172_v2_4@1,3-172_v1_4@1,6885
2066,3-172,"3-172_v2_4@1==64,66","3-172_v1_4@1==40,43",is,are,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-172_v2_4@1,3-172_v1_4@1,6885
2067,3-172,"3-172_v2_74@0==195,202","3-172_v1_73@0==195,206",groups:,"groups, but","Modify,Clarity",,,"Modify,Clarity",ss,ss,3-172_v2_74@0,3-172_v1_73@0,6878
2068,3-172,"3-172_v2_83@1==123,167","3-172_v1_82@1==118,126",Figure 7 and supporting information table S2,Figure 7,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,3-172_v2_83@1,3-172_v1_82@1,6883
2069,3-172,"3-172_v2_83@1==179,481",,"that M-laurdan is the only probe for which there is a reasonable correlation with the expected physical state of the bilayers, i.e. for which the bilayers made of just sphingomyelin (BSM or PSM), which are expected to be in solid state, do not give unexpectedly low values of GP and/or relaxation time.",,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,3-172_v2_83@1,,6883
2070,3-172,,"3-172_v1_82@1==138,257",,"the strongest correlation of these two characteristics for M-laurdan, and good correlations for laurdan and MoC-laurdan","Delete,Fact/Evidence",,,"Delete,Fact/Evidence",ss,ss,,3-172_v1_82@1,6883
2071,3-176,"3-176_v2_28@3==111,128","3-176_v1_27@3==108,121","F = 9.35, p<0.003",4.155 0.04374,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,3-176_v2_28@3,3-176_v1_27@3,6914
2072,3-176,"3-176_v2_28@3==131,192","3-176_v1_27@3==124,166",while there seems to be no sub-strain × replicate interaction,and the interaction sub-strain × replicate,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,3-176_v2_28@3,3-176_v1_27@3,6914
2073,3-176,"3-176_v2_28@3==194,220","3-176_v1_27@3==168,191","F value = 2.337, p = 0.059",F value = 3.891 0.00527,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,3-176_v2_28@3,3-176_v1_27@3,6914
2074,3-176,"3-176_v2_28@3==39,51","3-176_v1_27@3==39,46",main effects,effects,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-176_v2_28@3,3-176_v1_27@3,6914
2075,3-176,"3-176_v2_28@3==71,72","3-176_v1_27@3==66,73",F,F value,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-176_v2_28@3,3-176_v1_27@3,6914
2076,3-176,"3-176_v2_28@3==75,81","3-176_v1_27@3==76,82",28.305,37.315,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,3-176_v2_28@3,3-176_v1_27@3,6914
2077,3-176,"3-176_v2_28@4==0,25","3-176_v1_27@4==0,15",A Tukey HSD post hoc test,A post hoc test,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-176_v2_28@4,3-176_v1_27@4,6915
2078,3-176,"3-176_v2_28@4==51,102","3-176_v1_27@4==42,134",confirmed the visual impression of the PCA grouping,"together with a non-parametric test for the third component of the PCA, showed three groups:","Modify,Clarity",,,"Modify,Clarity",ss,ss,3-176_v2_28@4,3-176_v1_27@4,6915
2079,3-176,"3-176_v2_38@4==0,40","3-176_v1_37@3_difflib==0,10","Taking into account these circumstances,","Therefore,","Modify,Clarity",,,"Modify,Clarity",ss,ss,3-176_v2_38@4,3-176_v1_37@3_difflib,6918
2080,3-176,"3-176_v2_38@4==128,156","3-176_v1_37@3_difflib==98,105",either genetic or epigenetic,genetic,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-176_v2_38@4,3-176_v1_37@3_difflib,6918
2081,3-176,"3-176_v2_38@5==0,48",,"Taking all the measured parameters into account,",,"Add,Clarity",,,"Add,Clarity",ss,ss,3-176_v2_38@5,,6919
2082,3-176,"3-176_v2_38@5==136,256",,even though one of the Principal Components showed a statistically significant (but numerically small) replicate effect.,,"Add,Claim",,,"Add,Claim",ss,ss,3-176_v2_38@5,,6919
2083,3-176,,"3-176_v1_27@4==215,263",,(CS_TZ and CS_JC could be separated only on PC3),"Delete,Claim",,,"Delete,Claim",ss,ss,,3-176_v1_27@4,6915
2084,3-176,,"3-176_v1_37@4==91,265",,"indicating that the genetic differences between the sub-strains were stable over this time span, although the CS_BS sub-strain appeared to have been modified during that time","Delete,Claim",,,"Delete,Claim",ss,ss,,3-176_v1_37@4,6919
2085,3-20,"3-20_v2_13@0==141,145","3-20_v1_11@5==141,166",were,declared themselves to be,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_13@0,3-20_v1_11@5,7105
2086,3-20,"3-20_v2_13@0==177,186","3-20_v1_11@5==198,213",post-docs,to be post-docs,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_13@0,3-20_v1_11@5,7105
2087,3-20,"3-20_v2_13@0==194,206","3-20_v1_11@5==221,239",PhD students,to be PhD students,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_13@0,3-20_v1_11@5,7105
2088,3-20,"3-20_v2_13@0==217,225","3-20_v1_11@5==250,259",belonged,to belong,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_13@0,3-20_v1_11@5,7105
2089,3-20,"3-20_v2_13@1==0,33","3-20_v1_11@7==0,55","Among the respondents, 42.1% were",The sample’s gender distribution turned out to be 42.1%,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_13@1,3-20_v1_11@7,7106
2090,3-20,"3-20_v2_13@1==58,62",,(Q2),,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,3-20_v2_13@1,,7106
2091,3-20,"3-20_v2_13@3==176,186","3-20_v1_11@10==248,259",increased”,increased ”,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-20_v2_13@3,3-20_v1_11@10,7108
2092,3-20,"3-20_v2_13@3==69,77","3-20_v1_11@10==140,149",“Despite,“ Despite,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-20_v2_13@3,3-20_v1_11@10,7108
2093,3-20,"3-20_v2_15@2==0,24","3-20_v1_13@4==0,24","Among respondents, 32.5%",32.5% of the respondents,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_15@2,3-20_v1_13@4,7113
2094,3-20,"3-20_v2_23@4==11,21","3-20_v1_19@4==11,31",were asked,were therefore asked,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_23@4,3-20_v1_19@4,7034
2095,3-20,"3-20_v2_23@4==42,49","3-20_v1_19@4==52,73",on (Q7),on the following (Q7),"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_23@4,3-20_v1_19@4,7034
2096,3-20,"3-20_v2_23@4==50,124","3-20_v1_19@4==74,150",“the motivations of most basic biological/biomedical scientists are from:”,“ the motivations of most basic biological/biomedical scientists are from: ”,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-20_v2_23@4,3-20_v1_19@4,7034
2097,3-20,"3-20_v2_28@0==192,200","3-20_v1_24@0==198,217",possible,in any way feasible,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_28@0,3-20_v1_24@0,7048
2098,3-20,"3-20_v2_28@0==248,267",,"<REF-11> , <REF-27>",,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,3-20_v2_28@0,,7048
2099,3-20,"3-20_v2_28@0==99,108","3-20_v1_24@0==99,114",important,first important,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_28@0,3-20_v1_24@0,7048
2100,3-20,"3-20_v2_31@2==215,232","3-20_v1_27@2==213,235",somewhat feasible,realistically feasible,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_31@2,3-20_v1_27@2,7052
2101,3-20,"3-20_v2_31@2==80,87","3-20_v1_27@2==80,85",believe,think,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_31@2,3-20_v1_27@2,7052
2102,3-20,"3-20_v2_32@0==122,145",,and should be decreased,,"Add,Claim",,,"Add,Claim",ss,ss,3-20_v2_32@0,,7053
2103,3-20,"3-20_v2_32@0==22,29","3-20_v1_28@0==22,27",,,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_32@0,3-20_v1_28@0,7053
2104,3-20,"3-20_v2_33@1==0,2","3-20_v1_29@1==0,11",To,In order to,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_33@1,3-20_v1_29@1,7054
2105,3-20,"3-20_v2_33@1==146,150","3-20_v1_29@1==127,129",with,in,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-20_v2_33@1,3-20_v1_29@1,7054
2106,3-20,"3-20_v2_33@1==176,184","3-20_v1_29@1==155,164",“Written,“ Written,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-20_v2_33@1,3-20_v1_29@1,7054
2107,3-20,"3-20_v2_33@1==394,395","3-20_v1_29@1==375,376",”,”,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-20_v2_33@1,3-20_v1_29@1,7054
2108,3-20,"3-20_v2_33@1==47,86","3-20_v1_29@1==56,67",restrictive (i.e. non voluntary) policy,requirement,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_33@1,3-20_v1_29@1,7054
2109,3-20,"3-20_v2_42@0==181,194","3-20_v1_38@0==186,200",“Motivational,“ Motivational,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-20_v2_42@0,3-20_v1_38@0,7060
2110,3-20,"3-20_v2_42@0==403,412","3-20_v1_38@0==409,419",society”.,society ”.,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-20_v2_42@0,3-20_v1_38@0,7060
2111,3-20,"3-20_v2_42@0==73,81","3-20_v1_38@0==73,86",we asked,we also asked,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_42@0,3-20_v1_38@0,7060
2112,3-20,"3-20_v2_46@0==0,10","3-20_v1_41@0==0,8",Our survey,Our data,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_46@0,3-20_v1_41@0,7065
2113,3-20,"3-20_v2_46@0==16,21","3-20_v1_41@0==14,18",sheds,shed,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-20_v2_46@0,3-20_v1_41@0,7065
2114,3-20,"3-20_v2_46@0==62,110","3-20_v1_41@0==54,105",", besides contributing to the health of society.",(besides contributing to health benefit to society),"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-20_v2_46@0,3-20_v1_41@0,7065
2115,3-20,"3-20_v2_56@4==0,18","3-20_v1_43@3==0,15","For example, while","Indeed, despite","Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_56@4,3-20_v1_43@3,7073
2116,3-20,"3-20_v2_56@4==162,173","3-20_v1_43@3==160,171",substantial,significant,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_56@4,3-20_v1_43@3,7073
2117,3-20,"3-20_v2_56@4==38,47","3-20_v1_43@3==35,45",indicated,indicating,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-20_v2_56@4,3-20_v1_43@3,7073
2118,3-20,"3-20_v2_59@2==171,399",,"in this regard it would be useful to know if scientists already working in laboratories inside hospitals have different views, motivations and values than those working in comparable laboratories located far away from hospitals.",,"Add,Claim",,,"Add,Claim",ss,ss,3-20_v2_59@2,,7075
2119,3-20,"3-20_v2_59@2==51,79","3-20_v1_46@1==51,67",inside or in close proximity,in the proximity,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_59@2,3-20_v1_46@1,7075
2120,3-20,"3-20_v2_63@0==24,132",,that exploits the scientist’s aspiration to achieve a good reputation and a role in benefiting public health,,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,3-20_v2_63@0,,7078
2121,3-20,"3-20_v2_63@0==257,265","3-20_v1_49@0==153,161",<REF-41>,<REF-14>,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,3-20_v2_63@0,3-20_v1_49@0,7078
2122,3-20,"3-20_v2_63@0==8,23","3-20_v1_49@0==8,28",of an incentive,of such an incentive,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_63@0,3-20_v1_49@0,7078
2123,3-20,"3-20_v2_63@3==119,121","3-20_v1_49@3==119,121",,,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-20_v2_63@3,3-20_v1_49@3,7079
2124,3-20,"3-20_v2_63@3==226,234","3-20_v1_49@3==226,234",,,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,3-20_v2_63@3,3-20_v1_49@3,7079
2125,3-20,"3-20_v2_63@4==107,111","3-20_v1_49@4==107,114",like,such as,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_63@4,3-20_v1_49@4,7080
2126,3-20,"3-20_v2_63@4==128,134","3-20_v1_49@4==131,141",of FDA,of the FDA,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_63@4,3-20_v1_49@4,7080
2127,3-20,"3-20_v2_63@7==193,201","3-20_v1_49@6==193,201","""purely""",“purely”,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-20_v2_63@7,3-20_v1_49@6,7083
2128,3-20,"3-20_v2_63@7==215,223","3-20_v1_49@6==215,223",,,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-20_v2_63@7,3-20_v1_49@6,7083
2129,3-20,"3-20_v2_63@7==234,242","3-20_v1_49@6==234,242",Figure 8,Figure 6,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,3-20_v2_63@7,3-20_v1_49@6,7083
2130,3-20,"3-20_v2_63@7==62,73","3-20_v1_49@6==62,73","""ecosystem""",“ecosystem”,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-20_v2_63@7,3-20_v1_49@6,7083
2131,3-20,"3-20_v2_6@1==208,215","3-20_v1_6@1==212,219",<REF-5>,<REF-4>,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,3-20_v2_6@1,3-20_v1_6@1,7068
2132,3-20,"3-20_v2_6@1==69,75","3-20_v1_6@1==69,79",during,and during,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_6@1,3-20_v1_6@1,7068
2133,3-20,"3-20_v2_6@4==149,191","3-20_v1_6@4==149,169",(as increased amount of research activity),of research activity,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_6@4,3-20_v1_6@4,7081
2134,3-20,"3-20_v2_6@4==192,194","3-20_v1_6@4==170,172",of,in,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-20_v2_6@4,3-20_v1_6@4,7081
2135,3-20,"3-20_v2_6@4==262,269",,<REF-6>,,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,3-20_v2_6@4,,7081
2136,3-20,"3-20_v2_7@0==0,8","3-20_v1_6@7==0,12",Nowadays,"Furthermore,","Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_7@0,3-20_v1_6@7,7091
2137,3-20,"3-20_v2_7@0==124,126","3-20_v1_6@7==128,132",in,into,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-20_v2_7@0,3-20_v1_6@7,7091
2138,3-20,"3-20_v2_7@0==207,225","3-20_v1_6@7==213,230",<REF-9> – <REF-11>,"<REF-7> , <REF-8>","Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,3-20_v2_7@0,3-20_v1_6@7,7091
2139,3-20,"3-20_v2_8@1==111,119","3-20_v1_7@5==70,78",<REF-28>,<REF-12>,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,3-20_v2_8@1,3-20_v1_7@5,7098
2140,3-20,"3-20_v2_8@1==19,53",,"not based on restrictive policies,",,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,3-20_v2_8@1,,7098
2141,3-20,"3-20_v2_8@3==111,127","3-20_v1_7@7==111,131",basic scientists,the basic scientists,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_8@3,3-20_v1_7@7,7099
2142,3-20,"3-20_v2_8@3==213,228","3-20_v1_7@7==217,243",soft incentives,the proper soft incentives,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-20_v2_8@3,3-20_v1_7@7,7099
2143,3-20,,"3-20_v1_11@10==0,70",,"In order to test respondents’ commitment to basic research in general,","Delete,Fact/Evidence",,,"Delete,Fact/Evidence",ss,ss,,3-20_v1_11@10,7108
2144,3-20,,"3-20_v1_24@0==265,272",,<REF-9>,"Delete,Fact/Evidence",,,"Delete,Fact/Evidence",ss,ss,,3-20_v1_24@0,7048
2145,3-20,,"3-20_v1_7@5==109,192",,as they have been successfully used in public health but not yet in basic research.,"Delete,Fact/Evidence",,,"Delete,Fact/Evidence",ss,ss,,3-20_v1_7@5,7098
2146,3-20,,"3-20_v1_7@7==260,318",,around the particular characteristics of basic scientists.,"Delete,Claim",,,"Delete,Claim",ss,ss,,3-20_v1_7@7,7099
2147,3-223,"3-223_v2_37@6==86,110",,lie within level Ls0 and,,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,3-223_v2_37@6,,7122
2148,3-223,"3-223_v2_57@0==103,136",,(yeadon only supports Python 2.7),,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,3-223_v2_57@0,,7125
2149,3-223,"3-223_v2_57@0==40,67","3-223_v1_56@0_difflib==40,55",Python programming language,Python language,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-223_v2_57@0,3-223_v1_56@0_difflib,7125
2150,3-223,"3-223_v2_57@0==68,76",,<REF-15>,,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,3-223_v2_57@0,,7125
2151,3-238,"3-238_v2_13@6==141,153","3-238_v1_11@6==141,153",Algül et al.,Algul et al.,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-238_v2_13@6,3-238_v1_11@6,7152
2152,3-238,"3-238_v2_13@6==249,261",,( Figure 1 ),,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,3-238_v2_13@6,,7152
2153,3-238,"3-238_v2_4@2==0,59","3-238_v1_4@2==0,50",The GLI family of transcription factors is highly conserved,GLI1 is highly conserved from Drosophila to humans,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,3-238_v2_4@2,3-238_v1_4@2,7145
2154,3-240,"3-240_v2_20@2==47,99","3-240_v1_43@3==129,167",had an increased probability of non-specific binding,increased probability of binding sites,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,3-240_v2_20@2,3-240_v1_43@3,7182
2155,3-240,"3-240_v2_28@1==186,192","3-240_v1_26@1==165,171",REF-34,REF-25,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,3-240_v2_28@1,3-240_v1_26@1,7178
2156,3-240,"3-240_v2_28@1==31,51",,using Northern blots,,"Add,Clarity",,,"Add,Clarity",ss,ss,3-240_v2_28@1,,7178
2157,3-240,,"3-240_v1_43@3==168,184",,(data not shown),"Delete,Fact/Evidence",,,"Delete,Fact/Evidence",ss,ss,,3-240_v1_43@3,7182
2158,3-240,,"3-240_v1_43@3==47,128",,might result in non-specific binding to non-specific cleavage products due to the,"Delete,Claim",,,"Delete,Claim",ss,ss,,3-240_v1_43@3,7182
2159,3-256,"3-256_v2_98@5==370,373","3-256_v1_98@5==370,372","CR,",CR,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-256_v2_98@5,3-256_v1_98@5,7200
2160,3-256,"3-256_v2_98@5==375,387","3-256_v1_98@5==374,382",all relative,relative,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-256_v2_98@5,3-256_v1_98@5,7200
2161,3-298,"3-298_v2_0@0==139,147","3-298_v1_0@0==137,144",cultures,culture,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-298_v2_0@0,3-298_v1_0@0,7242
2162,3-298,"3-298_v2_0@0==48,50","3-298_v1_0@0==48,50",on,in,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-298_v2_0@0,3-298_v1_0@0,7242
2163,3-298,"3-298_v2_0@0==65,72","3-298_v1_0@0==65,70",explant,plant,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-298_v2_0@0,3-298_v1_0@0,7242
2164,3-298,"3-298_v2_10@3==158,198",,and growing in a seed orchard located on,,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,3-298_v2_10@3,,7268
2165,3-298,"3-298_v2_10@3==199,224","3-298_v1_10@3==128,142",the Penn State University,the Penn State,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-298_v2_10@3,3-298_v1_10@3,7268
2166,3-298,"3-298_v2_10@3==32,74","3-298_v1_10@3==32,43",an elite Christmas tree genotype resulting,as a result,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-298_v2_10@3,3-298_v1_10@3,7268
2167,3-298,"3-298_v2_10@4==35,38","3-298_v1_10@4==35,38",4°C,4ºC,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-298_v2_10@4,3-298_v1_10@4,7269
2168,3-298,"3-298_v2_10@4==55,62","3-298_v1_10@4==55,70",culture,further culture,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-298_v2_10@4,3-298_v1_10@4,7269
2169,3-298,"3-298_v2_10@5==60,76","3-298_v1_10@5==60,87",samples followed,sample were followed as per,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-298_v2_10@5,3-298_v1_10@5,7270
2170,3-298,"3-298_v2_21@1==139,196","3-298_v1_19@1==117,148",pH for media incubated with explants from genotypes HF210,from those incubated with HF210,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-298_v2_21@1,3-298_v1_19@1,7227
2171,3-298,"3-298_v2_21@1==54,76","3-298_v1_19@1==54,58",genotype PS-2 explants,PS-2,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-298_v2_21@1,3-298_v1_19@1,7227
2172,3-298,"3-298_v2_21@1==88,111","3-298_v1_19@1==70,89",which was significantly,which significantly,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-298_v2_21@1,3-298_v1_19@1,7227
2173,3-298,"3-298_v2_25@2==73,133","3-298_v1_23@2==64,113",a significantly greater weight increment than genotype HF205,a significant weight increment greater than HF205,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-298_v2_25@2,3-298_v1_23@2,7232
2174,3-298,"3-298_v2_25@2==9,23","3-298_v1_23@2==9,14",genotype HF210,HF210,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-298_v2_25@2,3-298_v1_23@2,7232
2175,3-298,"3-298_v2_25@6==0,11","3-298_v1_23@6==0,2",Although an,An,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-298_v2_25@6,3-298_v1_23@6,7234
2176,3-298,"3-298_v2_25@6==108,117","3-298_v1_23@6==94,102",increases,increase,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-298_v2_25@6,3-298_v1_23@6,7234
2177,3-298,"3-298_v2_25@6==32,50","3-298_v1_23@6==23,33",bud explant weight,bud weight,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-298_v2_25@6,3-298_v1_23@6,7234
2178,3-298,"3-298_v2_25@6==58,71","3-298_v1_23@6==41,57","was observed,",was observed but,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-298_v2_25@6,3-298_v1_23@6,7234
2179,3-298,"3-298_v2_2@2==173,175","3-298_v1_2@2==173,176",on,and,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-298_v2_2@2,3-298_v1_2@2,7260
2180,3-298,"3-298_v2_2@2==298,322","3-298_v1_2@2==299,301",that is commonly used in,to,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-298_v2_2@2,3-298_v1_2@2,7260
2181,3-298,"3-298_v2_2@4==0,7","3-298_v1_2@4==0,6","Medium,",Medium,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-298_v2_2@4,3-298_v1_2@4,7274
2182,3-298,"3-298_v2_2@4==29,63","3-298_v1_2@4==28,74",was pre-adjusted to five pH levels,each at five medium pH levels was pre-adjusted,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-298_v2_2@4,3-298_v1_2@4,7274
2183,3-298,"3-298_v2_2@6==0,8","3-298_v1_2@6==0,11","Overall,","In general,","Modify,Clarity",,,"Modify,Clarity",ss,ss,3-298_v2_2@6,3-298_v1_2@6,7224
2184,3-298,"3-298_v2_2@6==152,161","3-298_v1_2@6==153,172",explants.,explants over time.,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-298_v2_2@6,3-298_v1_2@6,7224
2185,3-298,"3-298_v2_2@6==43,46","3-298_v1_2@6==58,60","pH,",pH,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-298_v2_2@6,3-298_v1_2@6,7224
2186,3-298,"3-298_v2_2@6==47,70","3-298_v1_2@6==61,88",relative to starting pH,compared to pre-adjusted pH,"Modify,Clarity",,,"Modify,Clarity",ss,ss,3-298_v2_2@6,3-298_v1_2@6,7224
2187,3-298,"3-298_v2_2@6==71,78","3-298_v1_2@6==89,95","values,",values,"Modify,Grammar",,,"Modify,Grammar",ss,ss,3-298_v2_2@6,3-298_v1_2@6,7224
