edit_index,doc_name,node_ix_src,node_ix_tgt,gold,s_index,node_type_src,node_type_tgt,sec_node_src,sec_node_tgt,sec_id_src,sec_id_tgt,sec_title_src,sec_title_tgt
4416,7-1299,7-1299_v2_22,7-1299_v1_22,"Modify,Clarity",8632,p,p,"7-1299_v2_10,title","7-1299_v1_10,title",3,3,Variations on a common pathway,Variations on a common pathway
4417,7-1299,7-1299_v2_23,7-1299_v1_23,"Modify,Fact/Evidence;Modify,Clarity",8633;8634,p,p,"7-1299_v2_10,title","7-1299_v1_10,title",3,3,Variations on a common pathway,Variations on a common pathway
4418,7-1299,7-1299_v2_24,,"Add,Fact/Evidence;Add,Claim",8608;8609,p,,"7-1299_v2_10,title",,3,,Variations on a common pathway,
4419,7-1299,7-1299_v2_24,7-1299_v1_24,"Modify,Grammar",8636,p,p,"7-1299_v2_10,title","7-1299_v1_10,title",3,3,Variations on a common pathway,Variations on a common pathway
4420,7-1299,7-1299_v2_25,,"Add,Fact/Evidence;Add,Claim",8610;8611,p,,"7-1299_v2_10,title",,3,,Variations on a common pathway,
4421,7-1299,7-1299_v2_27,7-1299_v1_27,"Modify,Grammar",8637,p,p,"7-1299_v2_26,title","7-1299_v1_26,title",4,4,Defining NMD targets,Defining NMD targets
4422,7-1299,7-1299_v2_28,,"Add,Fact/Evidence;Add,Fact/Evidence",8612;8613,p,,"7-1299_v2_26,title",,4,,Defining NMD targets,
4423,7-1299,7-1299_v2_28,7-1299_v1_28,"Modify,Fact/Evidence;Modify,Grammar;Modify,Grammar;Modify,Fact/Evidence",8638;8639;8640;8641,p,p,"7-1299_v2_26,title","7-1299_v1_26,title",4,4,Defining NMD targets,Defining NMD targets
4424,7-1299,7-1299_v2_29,7-1299_v1_30,"Modify,Fact/Evidence",8642,p,p,"7-1299_v2_26,title","7-1299_v1_26,title",4,4,Defining NMD targets,Defining NMD targets
4425,7-1299,7-1299_v2_31,,"Add,Fact/Evidence",8614,p,,"7-1299_v2_30,title",,5,,The origins of NMD,
4426,7-1299,7-1299_v2_31,7-1299_v1_32,"Modify,Clarity;Modify,Fact/Evidence;Modify,Clarity;Modify,Fact/Evidence",8643;8644;8645;8647,p,p,"7-1299_v2_30,title","7-1299_v1_31,title",5,5,The origins of NMD,The origins of NMD
4427,7-1299,7-1299_v2_37,7-1299_v1_38,"Modify,Clarity",8652,p,p,"7-1299_v2_36,title","7-1299_v1_37,title",7,7,Conclusion,Conclusion
4428,7-1299,7-1299_v2_4,7-1299_v1_4,"Modify,Fact/Evidence;Modify,Fact/Evidence",8630;8635,p,p,"7-1299_v2_3,title","7-1299_v1_3,title",1,1,What is nonsense-mediated mRNA decay?,What is nonsense-mediated mRNA decay?
4429,7-1299,7-1299_v2_6,7-1299_v1_6,"Modify,Grammar;Modify,Clarity;Modify,Fact/Evidence;Modify,Fact/Evidence;Modify,Fact/Evidence;Modify,Grammar",8653;8654;8655;8656;8657;8658,p,p,"7-1299_v2_5,title","7-1299_v1_5,title",2,2,The factors that read nonsense,The factors that read nonsense
4430,7-1299,7-1299_v2_9,7-1299_v1_9,"Modify,Clarity",8659,p,p,"7-1299_v2_5,title","7-1299_v1_5,title",2,2,The factors that read nonsense,The factors that read nonsense
4431,7-1306,,7-1306_v1_22,"Delete,Fact/Evidence",8662,,p,,"7-1306_v1_21,title",,2.4,,Visualize cluster markers
4432,7-1306,,7-1306_v1_9,"Delete,Fact/Evidence",8676,,p,,"7-1306_v1_8,title",,2.1,,Setup analysis
4433,7-1306,7-1306_v2_10,,"Add,Fact/Evidence",8666,p,,"7-1306_v2_8,title",,2.1,,Setup analysis,
4434,7-1306,7-1306_v2_10,7-1306_v1_10,"Split+Modify,Clarity;Split+Modify,Clarity",8683;8684,p,p,"7-1306_v2_8,title","7-1306_v1_8,title",2.1,2.1,Setup analysis,Setup analysis
4435,7-1306,7-1306_v2_14,,"Add,Fact/Evidence;Add,Claim",8667;8668,p,,"7-1306_v2_13,title",,2.2,,Preprocess counts,
4436,7-1306,7-1306_v2_14,7-1306_v1_14,"Modify,Fact/Evidence;Modify,Fact/Evidence",8685;8686,p,p,"7-1306_v2_13,title","7-1306_v1_13,title",2.2,2.2,Preprocess counts,Preprocess counts
4437,7-1306,7-1306_v2_22,7-1306_v1_22,"Modify,Clarity",8677,p,p,"7-1306_v2_21,title","7-1306_v1_21,title",2.4,2.4,Visualize cluster markers,Visualize cluster markers
4438,7-1306,7-1306_v2_26,7-1306_v1_28,"Modify,Clarity;Modify,Clarity",8678;8679,p,p,"7-1306_v2_25,title","7-1306_v1_27,title",2.5,2.5,Export analysis data,Export analysis data
4439,7-1306,7-1306_v2_28,7-1306_v1_30,"Modify,Clarity",8680,p,p,"7-1306_v2_27,title","7-1306_v1_29,title",2.6,2.6,Operation,Operation
4440,7-1306,7-1306_v2_35,,"Add,Claim;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",8669;8670;8671;8672;8673,p,,"7-1306_v2_34,title",,4,,Conclusion,
4441,7-1306,7-1306_v2_36,,"Add,Claim;Add,Claim",8674;8675,p,,"7-1306_v2_34,title",,4,,Conclusion,
4442,7-1306,7-1306_v2_36,7-1306_v1_35,"Modify,Clarity",8681,p,p,"7-1306_v2_34,title","7-1306_v1_34,title",4,4,Conclusion,Conclusion
4443,7-1306,7-1306_v2_9,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",8663;8664;8665,p,,"7-1306_v2_8,title",,2.1,,Setup analysis,
4444,7-1306,7-1306_v2_9,7-1306_v1_9,"Modify,Fact/Evidence",8682,p,p,"7-1306_v2_8,title","7-1306_v1_8,title",2.1,2.1,Setup analysis,Setup analysis
4445,7-1359,7-1359_v2_19,,"Add,Fact/Evidence",8690,p,,"7-1359_v2_18,title",,2.4,,Data analysis,
4446,7-1359,7-1359_v2_37,7-1359_v1_37,"Split+Modify,Fact/Evidence;Split+Modify,Clarity",8691;8692,p,p,"7-1359_v2_36,title","7-1359_v1_36,title",3.4,3.4,Drug resistance,Drug resistance
4447,7-1359,7-1359_v2_42,,"Add,Fact/Evidence",8687,p,,"7-1359_v2_41,title",,4,,Discussion,
4448,7-1359,7-1359_v2_43,7-1359_v1_43,"Modify,Claim;Modify,Fact/Evidence",8693;8694,p,p,"7-1359_v2_41,title","7-1359_v1_41,title",4,4,Discussion,Discussion
4449,7-1359,7-1359_v2_45,,"Add,Fact/Evidence;Add,Fact/Evidence",8688;8689,p,,"7-1359_v2_41,title",,4,,Discussion,
4450,7-1359,7-1359_v2_46,7-1359_v1_46,"Modify,Fact/Evidence",8695,p,p,"7-1359_v2_41,title","7-1359_v1_41,title",4,4,Discussion,Discussion
4451,7-1359,7-1359_v2_47,7-1359_v1_47,"Modify,Fact/Evidence;Modify,Claim",8696;8697,p,p,"7-1359_v2_41,title","7-1359_v1_41,title",4,4,Discussion,Discussion
4452,7-1641,7-1641_v2_14,7-1641_v1_14,"Modify,Clarity;Modify,Fact/Evidence",8717;8718,p,p,"7-1641_v2_13,title","7-1641_v1_13,title",3,3,The findings of two surveys and a workshop,The findings of two surveys and a workshop
4453,7-1641,7-1641_v2_15,7-1641_v1_14,"Modify,Clarity",8719,p,p,"7-1641_v2_13,title","7-1641_v1_13,title",3,3,The findings of two surveys and a workshop,The findings of two surveys and a workshop
4454,7-1641,7-1641_v2_16,,"Add,Fact/Evidence;Add,Fact/Evidence",8698;8699,p,,"7-1641_v2_13,title",,3,,The findings of two surveys and a workshop,
4455,7-1641,7-1641_v2_16,7-1641_v1_15,"Modify,Clarity;Modify,Fact/Evidence",8720;8721,p,p,"7-1641_v2_13,title","7-1641_v1_13,title",3,3,The findings of two surveys and a workshop,The findings of two surveys and a workshop
4456,7-1641,7-1641_v2_17,7-1641_v1_16,"Modify,Fact/Evidence",8722,p,p,"7-1641_v2_13,title","7-1641_v1_13,title",3,3,The findings of two surveys and a workshop,The findings of two surveys and a workshop
4457,7-1641,7-1641_v2_18,7-1641_v1_17,"Modify,Fact/Evidence",8723,p,p,"7-1641_v2_13,title","7-1641_v1_13,title",3,3,The findings of two surveys and a workshop,The findings of two surveys and a workshop
4458,7-1641,7-1641_v2_20,7-1641_v1_20,"Modify,Fact/Evidence",8725,p,p,"7-1641_v2_19,title","7-1641_v1_19,title",4,4,Summary of the findings,What does this tell us?
4459,7-1641,7-1641_v2_26,7-1641_v1_26,"Modify,Claim",8705,p,p,"7-1641_v2_25,title","7-1641_v1_25,title",5,5,Conclusion: what are the next steps for the role for funders in support of data sharing,What are the next steps: the role for funders in support of data sharing
4460,7-1641,7-1641_v2_28,,"Add,Claim;Add,Claim",8700;8701,p,,"7-1641_v2_25,title",,5,,Conclusion: what are the next steps for the role for funders in support of data sharing,
4461,7-1641,7-1641_v2_29,,"Add,Claim",8702,p,,"7-1641_v2_25,title",,5,,Conclusion: what are the next steps for the role for funders in support of data sharing,
4462,7-1641,7-1641_v2_31,,"Add,Claim",8703,p,,"7-1641_v2_25,title",,5,,Conclusion: what are the next steps for the role for funders in support of data sharing,
4463,7-1641,7-1641_v2_32,7-1641_v1_31,"Modify,Clarity;Modify,Clarity",8706;8707,p,p,"7-1641_v2_25,title","7-1641_v1_25,title",5,5,Conclusion: what are the next steps for the role for funders in support of data sharing,What are the next steps: the role for funders in support of data sharing
4464,7-1641,7-1641_v2_33,7-1641_v1_32,"Modify,Claim",8708,p,p,"7-1641_v2_25,title","7-1641_v1_25,title",5,5,Conclusion: what are the next steps for the role for funders in support of data sharing,What are the next steps: the role for funders in support of data sharing
4465,7-1641,7-1641_v2_35,7-1641_v1_34,"Modify,Fact/Evidence",8709,p,p,"7-1641_v2_34,title","7-1641_v1_33,title",6,6,Data availability,Data availability
4466,7-1641,7-1641_v2_6,7-1641_v1_6,"Split+Modify,Clarity;Modify,Claim;Modify,Claim;Modify,Clarity;Modify,Fact/Evidence",8710;8711;8712;8713;8714,p,p,"7-1641_v2_5,title","7-1641_v1_5,title",1,1,Introduction,Introduction
4467,7-1641,7-1641_v2_8,7-1641_v1_8,"Modify,Fact/Evidence",8716,p,p,"7-1641_v2_7,title","7-1641_v1_7,title",2,2,A decade of data sharing policies but little progress?,A decade of progress?
4468,7-1725,7-1725_v2_11,7-1725_v1_11,"Modify,Fact/Evidence",8733,p,p,"7-1725_v2_6,title","7-1725_v1_6,title",1,1,Introduction,Introduction
4469,7-1725,7-1725_v2_34,7-1725_v1_34,"Modify,Grammar;Modify,Grammar",8727;8728,p,p,"7-1725_v2_30,title","7-1725_v1_30,title",3.1,3.1,Description of included studies,Description of included studies
4470,7-1725,7-1725_v2_43,7-1725_v1_43,"Modify,Grammar",8731,p,p,"7-1725_v2_42,title","7-1725_v1_42,title",3.3,3.3,Association of exposure to HPT with the risks of malformations,Association of exposure to HPT with the risks of malformations
4471,7-1725,7-1725_v2_46,7-1725_v1_46,"Modify,Grammar",8732,p,p,"7-1725_v2_42,title","7-1725_v1_42,title",3.3,3.3,Association of exposure to HPT with the risks of malformations,Association of exposure to HPT with the risks of malformations
4472,7-1725,7-1725_v2_7,7-1725_v1_7,"Modify,Fact/Evidence;Modify,Clarity",8729;8730,p,p,"7-1725_v2_6,title","7-1725_v1_6,title",1,1,Introduction,Introduction
4473,7-1725,7-1725_v2_73,7-1725_v1_73,"Modify,Grammar",8734,p,p,"7-1725_v2_69,title","7-1725_v1_69,title",4.1,4.1,Strengths and weaknesses,Strengths and weaknesses
4474,7-1725,7-1725_v2_74,,"Add,Claim",8726,p,,"7-1725_v2_69,title",,4.1,,Strengths and weaknesses,
4475,7-1725,7-1725_v2_74,7-1725_v1_74,"Merge+Modify,Clarity;Merge+Modify,Clarity",8735;8736,p,p,"7-1725_v2_69,title","7-1725_v1_69,title",4.1,4.1,Strengths and weaknesses,Strengths and weaknesses
4476,7-1818,7-1818_v2_10,7-1818_v1_10,"Modify,Fact/Evidence",8742,p,p,"7-1818_v2_0,article-title","7-1818_v1_0,article-title",,,N-terminal pro-brain natriuretic peptide: a potential follow-up biomarker of mandibular advancement device efficacy on cardiac function in obstructive sleep apnea,N-terminal pro-brain natriuretic peptide: a potential follow-up biomarker of mandibular advancement device efficacy on cardiac function in obstructive sleep apnea
4477,7-1818,7-1818_v2_11,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Claim",8738;8739;8740,p,,"7-1818_v2_0,article-title",,,,N-terminal pro-brain natriuretic peptide: a potential follow-up biomarker of mandibular advancement device efficacy on cardiac function in obstructive sleep apnea,
4478,7-1818,7-1818_v2_12,7-1818_v1_10,"Modify,Clarity",8743,p,p,"7-1818_v2_0,article-title","7-1818_v1_0,article-title",,,N-terminal pro-brain natriuretic peptide: a potential follow-up biomarker of mandibular advancement device efficacy on cardiac function in obstructive sleep apnea,N-terminal pro-brain natriuretic peptide: a potential follow-up biomarker of mandibular advancement device efficacy on cardiac function in obstructive sleep apnea
4479,7-1818,7-1818_v2_8,,"Add,Fact/Evidence",8737,p,,"7-1818_v2_0,article-title",,,,N-terminal pro-brain natriuretic peptide: a potential follow-up biomarker of mandibular advancement device efficacy on cardiac function in obstructive sleep apnea,
4480,7-1818,7-1818_v2_8,7-1818_v1_8,"Modify,Fact/Evidence",8741,p,p,"7-1818_v2_0,article-title","7-1818_v1_0,article-title",,,N-terminal pro-brain natriuretic peptide: a potential follow-up biomarker of mandibular advancement device efficacy on cardiac function in obstructive sleep apnea,N-terminal pro-brain natriuretic peptide: a potential follow-up biomarker of mandibular advancement device efficacy on cardiac function in obstructive sleep apnea
4481,7-1891,,7-1891_v1_49,"Delete,Fact/Evidence",8744,,p,,"7-1891_v1_47,title",,6,,Data availability
4482,7-1891,7-1891_v2_12,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",8745;8746;8747;8748,p,,"7-1891_v2_6,title",,1,,Introduction,
4483,7-1891,7-1891_v2_13,7-1891_v1_13,"Modify,Clarity",8761,p,p,"7-1891_v2_6,title","7-1891_v1_6,title",1,1,Introduction,Introduction
4484,7-1891,7-1891_v2_19,7-1891_v1_19,"Modify,Fact/Evidence",8763,p,p,"7-1891_v2_18,title","7-1891_v1_18,title",2.2,2.2,Data collection,Data collection
4485,7-1891,7-1891_v2_2,7-1891_v1_2,"Modify,Clarity;Modify,Clarity;Modify,Claim;Modify,Claim",8755;8757;8760;8762,p,p,"7-1891_v2_1,abstract","7-1891_v1_1,abstract",,,Abstract,Abstract
4486,7-1891,7-1891_v2_20,,"Add,Fact/Evidence;Add,Fact/Evidence",8749;8750,p,,"7-1891_v2_18,title",,2.2,,Data collection,
4487,7-1891,7-1891_v2_22,7-1891_v1_21,"Modify,Fact/Evidence",8764,p,p,"7-1891_v2_21,title","7-1891_v1_20,title",2.3,2.3,Participants,Participants
4488,7-1891,7-1891_v2_28,7-1891_v1_27,"Modify,Grammar",8756,p,p,"7-1891_v2_27,title","7-1891_v1_26,title",2.5,2.5,Ethical consideration,Ethical consideration
4489,7-1891,7-1891_v2_3,7-1891_v1_3,"Modify,Grammar",8758,p,p,"7-1891_v2_1,abstract","7-1891_v1_1,abstract",,,Abstract,Abstract
4490,7-1891,7-1891_v2_43,,"Add,Fact/Evidence;Add,Claim",8751;8752,p,,"7-1891_v2_39,title",,4,,Discussion,
4491,7-1891,7-1891_v2_51,,"Add,Fact/Evidence",8754,p,,"7-1891_v2_50,title",,6.1,,Extended data,
4492,7-1891,7-1891_v2_9,7-1891_v1_9,"Modify,Grammar",8759,p,p,"7-1891_v2_6,title","7-1891_v1_6,title",1,1,Introduction,Introduction
4493,7-1925,,7-1925_v1_12,"Delete,Fact/Evidence;Delete,Fact/Evidence",8927;8947,,p,,"7-1925_v1_11,title",,2.1,,Prevalence and patterns of open access publishing practices: Meta-synthesis of bibliometric studies
4494,7-1925,,7-1925_v1_16,"Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence",8779;8794;8803;8804,,p,,"7-1925_v1_15,title",,2.2,,Mechanisms and factors shaping open access publishing practices: Narrative review of sociotechnological forces
4495,7-1925,,7-1925_v1_19,"Delete,Claim;Delete,Claim;Delete,Claim;Delete,Fact/Evidence",8805;8806;8807;8809,,p,,"7-1925_v1_18,title",,3.1,,Prevalence and patterns of open access publishing practices: Meta-synthesis of bibliometric studies
4496,7-1925,,7-1925_v1_2,"Delete,Fact/Evidence",8915,,p,,"7-1925_v1_1,abstract",,,,Abstract
4497,7-1925,,7-1925_v1_22,"Delete,Fact/Evidence;Delete,Claim",8854;8877,,p,,"7-1925_v1_18,title",,3.1,,Prevalence and patterns of open access publishing practices: Meta-synthesis of bibliometric studies
4498,7-1925,,7-1925_v1_25,"Delete,Fact/Evidence;Delete,Claim",8893;8894,,p,,"7-1925_v1_18,title",,3.1,,Prevalence and patterns of open access publishing practices: Meta-synthesis of bibliometric studies
4499,7-1925,,7-1925_v1_27,"Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Claim;Delete,Fact/Evidence;Delete,Claim;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence",8896;8897;8898;8899;8900;8901;8902;8903,,p,,"7-1925_v1_26,title",,3.2,,Analytical framework: Social shaping of technology
4500,7-1925,,7-1925_v1_31,"Delete,Claim;Delete,Claim",8904;8905,,p,,"7-1925_v1_30,title",,3.3,,Open access in the medical sciences
4501,7-1925,,7-1925_v1_32,"Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence",8906;8907;8908;8909;8910;8911,,p,,"7-1925_v1_30,title",,3.3,,Open access in the medical sciences
4502,7-1925,,7-1925_v1_33,"Delete,Claim",8912,,p,,"7-1925_v1_30,title",,3.3,,Open access in the medical sciences
4503,7-1925,,7-1925_v1_34,"Delete,Fact/Evidence;Delete,Claim",8913;8914,,p,,"7-1925_v1_30,title",,3.3,,Open access in the medical sciences
4504,7-1925,,7-1925_v1_35,"Delete,Claim;Delete,Fact/Evidence",8916;8917,,p,,"7-1925_v1_30,title",,3.3,,Open access in the medical sciences
4505,7-1925,,7-1925_v1_36,"Delete,Claim;Delete,Claim",8918;8919,,p,,"7-1925_v1_30,title",,3.3,,Open access in the medical sciences
4506,7-1925,,7-1925_v1_38,"Delete,Claim;Delete,Claim;Delete,Claim",8920;8921;8922,,p,,"7-1925_v1_37,title",,3.4,,Open access in the natural and technical sciences
4507,7-1925,,7-1925_v1_39,"Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Claim;Delete,Claim;Delete,Claim;Delete,Fact/Evidence",8923;8924;8925;8926;8928;8929,,p,,"7-1925_v1_37,title",,3.4,,Open access in the natural and technical sciences
4508,7-1925,,7-1925_v1_41,"Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence",8930;8931;8932,,p,,"7-1925_v1_37,title",,3.4,,Open access in the natural and technical sciences
4509,7-1925,,7-1925_v1_43,"Delete,Claim",8933,,p,,"7-1925_v1_37,title",,3.4,,Open access in the natural and technical sciences
4510,7-1925,,7-1925_v1_45,"Delete,Claim;Delete,Claim",8934;8935,,p,,"7-1925_v1_44,title",,3.5,,Open access in the social sciences
4511,7-1925,,7-1925_v1_46,"Delete,Claim;Delete,Claim",8936;8937,,p,,"7-1925_v1_44,title",,3.5,,Open access in the social sciences
4512,7-1925,,7-1925_v1_47,"Delete,Claim;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Claim;Delete,Claim",8938;8939;8940;8941;8942,,p,,"7-1925_v1_44,title",,3.5,,Open access in the social sciences
4513,7-1925,,7-1925_v1_48,"Delete,Claim;Delete,Fact/Evidence",8943;8944,,p,,"7-1925_v1_44,title",,3.5,,Open access in the social sciences
4514,7-1925,,7-1925_v1_52,"Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Claim",8945;8946;8948,,p,,"7-1925_v1_51,title",,3.6,,Open access in the humanities
4515,7-1925,,7-1925_v1_53,"Delete,Claim",8949,,p,,"7-1925_v1_51,title",,3.6,,Open access in the humanities
4516,7-1925,,7-1925_v1_55,"Delete,Fact/Evidence",8950,,p,,"7-1925_v1_51,title",,3.6,,Open access in the humanities
4517,7-1925,,7-1925_v1_56,"Delete,Claim;Delete,Claim;Delete,Claim",8951;8952;8953,,p,,"7-1925_v1_51,title",,3.6,,Open access in the humanities
4518,7-1925,,7-1925_v1_59,"Delete,Claim;Delete,Claim;Delete,Claim;Delete,Claim",8954;8955;8956;8957,,p,,"7-1925_v1_58,title",,3.7,,Open access in law
4519,7-1925,,7-1925_v1_60,"Delete,Fact/Evidence",8958,,p,,"7-1925_v1_58,title",,3.7,,Open access in law
4520,7-1925,,7-1925_v1_61,"Delete,Claim",8959,,p,,"7-1925_v1_58,title",,3.7,,Open access in law
4521,7-1925,,7-1925_v1_63,"Delete,Claim;Delete,Claim",8765;8766,,p,,"7-1925_v1_58,title",,3.7,,Open access in law
4522,7-1925,,7-1925_v1_66,"Delete,Claim;Delete,Fact/Evidence;Delete,Claim",8767;8768;8769,,p,,"7-1925_v1_65,title",,4,,Discussion and conclusion
4523,7-1925,,7-1925_v1_67,"Delete,Fact/Evidence;Delete,Claim;Delete,Claim;Delete,Claim;Delete,Claim;Delete,Fact/Evidence;Delete,Claim;Delete,Claim;Delete,Claim;Delete,Claim;Delete,Claim;Delete,Claim;Delete,Claim;Delete,Claim;Delete,Claim;Delete,Claim;Delete,Claim;Delete,Claim",8770;8771;8772;8773;8774;8775;8776;8777;8778;8780;8781;8782;8783;8784;8785;8786;8787;8788,,p,,"7-1925_v1_65,title",,4,,Discussion and conclusion
4524,7-1925,,7-1925_v1_68,"Delete,Claim;Delete,Claim;Delete,Claim;Delete,Claim;Delete,Claim",8789;8790;8791;8792;8793,,p,,"7-1925_v1_65,title",,4,,Discussion and conclusion
4525,7-1925,,7-1925_v1_69,"Delete,Claim;Delete,Claim;Delete,Claim;Delete,Claim;Delete,Fact/Evidence",8795;8796;8797;8798;8799,,p,,"7-1925_v1_65,title",,4,,Discussion and conclusion
4526,7-1925,,7-1925_v1_70,"Delete,Claim;Delete,Claim;Delete,Claim",8800;8801;8802,,p,,"7-1925_v1_65,title",,4,,Discussion and conclusion
4527,7-1925,,7-1925_v1_8,"Delete,Fact/Evidence",8892,,p,,"7-1925_v1_6,title",,1,,Introduction
4528,7-1925,,7-1925_v1_9,"Delete,Claim",8895,,p,,"7-1925_v1_6,title",,1,,Introduction
4529,7-1925,7-1925_v2_12,,"Add,Claim;Add,Fact/Evidence;Add,Claim;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",8811;8812;8813;8814;8815;8816;8817;8818;8819;8820;8821;8822;8823;8824,p,,"7-1925_v2_11,title",,2.1,,Definition of open access and open access routes,
4530,7-1925,7-1925_v2_16,7-1925_v1_12,"Modify,Clarity;Modify,Claim;Modify,Claim;Modify,Grammar;Modify,Clarity;Modify,Grammar;Merge+Identical;Merge+Modify,Fact/Evidence;Modify,Clarity;Modify,Clarity;Modify,Clarity;Modify,Clarity;Modify,Clarity;Merge+Modify,Clarity;Merge+Modify,Fact/Evidence",9064;9071;9080;9084;9090;9096;9103;9106;9119;9123;9128;9132;9142;9148;9150,p,p,"7-1925_v2_15,title","7-1925_v1_11,title",2.2,2.1,Prevalence and patterns of open access publishing practices: Meta-synthesis of bibliometric studies,Prevalence and patterns of open access publishing practices: Meta-synthesis of bibliometric studies
4531,7-1925,7-1925_v2_2,7-1925_v1_2,"Modify,Clarity;Modify,Grammar",9013;9024,p,p,"7-1925_v2_1,abstract","7-1925_v1_1,abstract",,,Abstract,Abstract
4532,7-1925,7-1925_v2_22,7-1925_v1_16,"Modify,Clarity;Modify,Fact/Evidence;Merge+Modify,Clarity;Merge+Modify,Clarity",8979;8981;8989;8991,p,p,"7-1925_v2_21,title","7-1925_v1_15,title",2.3,2.2,Mechanisms and factors shaping open access publishing practices: Narrative review of sociotechnological forces,Mechanisms and factors shaping open access publishing practices: Narrative review of sociotechnological forces
4533,7-1925,7-1925_v2_25,,"Add,Claim;Add,Claim;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Claim;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",8825;8826;8827;8828;8829;8830;8831;8832;8833;8834;8835;8836;8837,p,,"7-1925_v2_24,title",,3.1,,Prevalence and patterns of open access publishing practices,
4534,7-1925,7-1925_v2_25,7-1925_v1_19,"Modify,Fact/Evidence;Modify,Clarity",8992;8993,p,p,"7-1925_v2_24,title","7-1925_v1_18,title",3.1,3.1,Prevalence and patterns of open access publishing practices,Prevalence and patterns of open access publishing practices: Meta-synthesis of bibliometric studies
4535,7-1925,7-1925_v2_26,,"Add,Other;Add,Fact/Evidence",8838;8839,p,,"7-1925_v2_24,title",,3.1,,Prevalence and patterns of open access publishing practices,
4536,7-1925,7-1925_v2_26,7-1925_v1_22,"Modify,Claim;Modify,Fact/Evidence;Modify,Fact/Evidence;Modify,Fact/Evidence;Modify,Claim;Modify,Fact/Evidence;Modify,Fact/Evidence;Modify,Fact/Evidence;Modify,Fact/Evidence;Modify,Fact/Evidence;Modify,Fact/Evidence;Merge+Modify,Fact/Evidence;Merge+Modify,Fact/Evidence",8995;8996;8997;8998;8999;9000;9001;9002;9003;9004;9006;9007;9008,p,p,"7-1925_v2_24,title","7-1925_v1_18,title",3.1,3.1,Prevalence and patterns of open access publishing practices,Prevalence and patterns of open access publishing practices: Meta-synthesis of bibliometric studies
4537,7-1925,7-1925_v2_27,,"Add,Other;Add,Fact/Evidence",8840;8841,p,,"7-1925_v2_24,title",,3.1,,Prevalence and patterns of open access publishing practices,
