,doc_name,node_ix_src,text_src,label
925,59-ARR,59-ARR_v1_review3_4@1,None,No
926,14-ARR,14-ARR_v1_review2_1@2,"The authors collect VHED, a dataset containing semantic quality scores for several human and machine-generated stories.",No
927,7-738,7-738_v1_report35034_7@2,As clinicians we know the inexactness of scientific data and we should have an open mind to other differential diagnosis.,No
928,39-ARR,39-ARR_v1_review1_5@1,,No
929,3-190,3-190_v1_report5801_2@2,"Given the straightforward nature of these data and their appropriate interpretation by the Authors, I have no major comments.",No
930,25-ARR,25-ARR_v1_review1_4@12,"In Proceedings of the 13th International Conference on Natural Language Generation, pp. 169-182.",No
931,192-ARR,192-ARR_v1_review1_2@0,summary_of_strengths.,No
932,3-190,3-190_v1_report5802_1@4,"These data contribute to growing evidence that longevity of sharks is often underestimated when based on vertebral ageing methods, and that some aspects of elasmobranch demography that have been inferred from these studies (e.g. survival) may be biased.",No
933,169-ARR,169-ARR_v1_review2_1@2,"The learning algorithm aims to maximise the rewards of all QA examples, which consists of online learning and offline learning, the online learning receives user feedback and updates model parameters after seeing one QA example, whereas offline learning updates model parameters after seeing all QA examples.  ",No
934,192-ARR,192-ARR_v1_review2_1@4,Experimental results show that the proposed model yields significant improvements on six target language datasets and outperforms the existing state-of-the-art approaches.,No
935,86-ARR,86-ARR_v1_review2_3@6," -Does it mean that inference gets slowed down drastically, and there’s no way to only do inference (i.e., predict the label)? I don’t think this is fatal though.",No
936,1-21,1-21_v1_report457_3@3,Surely the optical density measure is affected by the cell size?,No
937,59-ARR,59-ARR_v1_review3_2@6,"3. There is an interesting and extensive analysis of the proposed approach. 
",No
938,7-407,7-407_v1_report32577_7@1,It is simply another way to view the same procedure.,No
939,7-229,7-229_v1_report31795_11@2,How many endangered/vulnerable species were recorded?,No
940,7-407,7-407_v1_report35197_7@0,"In the context of PAA, serious sources of p-hacking concern are establishing baselines for electrophysiological data, deciding time regions for analysis, and methodologies for rejecting bad data and artifacts.",No
941,157-ARR,157-ARR_v1_review2_2@1,"1. A novel dynamic table of content-based navigator has been proposed. 
",No
942,157-ARR,157-ARR_v1_review1_1@2,"The authors start with dataset introduction. And then the authors present the details of the framework, including aspect detection, persona mapping, intelligent navigation via question generation.",No
943,19-ARR,19-ARR_v1_review2_3@0,summary_of_weaknesses.,No
944,59-ARR,59-ARR_v1_review3_2@3,"They build upon this literature and present a new benchmark + a new method for knowledge probing.
",No
945,59-ARR,59-ARR_v1_review3_3@0,summary_of_weaknesses.,No
946,7-1306,7-1306_v1_report40612_1@2,This allows a user familiar with web interfaces to run a program without having to understand syntax.,No
947,7-1030,7-1030_v1_report37261_17@0,<REF-3> : How should research be organised? . College Publications . 2008 ;,No
948,86-ARR,86-ARR_v1_review1_2@4,"3. Ablation results are presented to highlight the contributions of each component. 
",No
949,172-ARR,172-ARR_v1_review1_3@27,"Thus, I keep my recommendation of weak acceptance for this paper and I suggest other reviewers consider increasing their scores.",No
950,7-1030,7-1030_v1_report37261_10@1,"However, the highest citation-receiving proposal in the second bucket under method 1 has a TRC of 19.9, whereas the highest citation-receiving proposal from the second bucket under method 2 has a TRC of 35.9 (the third highest TRC in the entire sample).",No
951,23-ARR,23-ARR_v1_review4_2@2,"Schema expansion is a good idea for this problem. 
3. Propose a schema pruning method to prune the relevant columns that the final parser needs to look at. 
    ",No
952,19-ARR,19-ARR_v1_review1_1@7,"The paper is well-written and thorough, for example conducting a meta-analysis of which human annotations to use when learning the global ensemble metric.",No
953,192-ARR,192-ARR_v1_review2_1@0,paper_summary.,No
954,192-ARR,192-ARR_v1_review1_3@3,2. 	The experiment is not sufficient.,No
955,59-ARR,59-ARR_v1_review3_1@2,The dataset is based on the UMLS metathesaurus.,No
956,59-ARR,59-ARR_v1_review1_1@1,This paper consists of two main parts.,No
957,169-ARR,169-ARR_v1_review2_2@1,"1. The proposed bandit learning approach that learns from user feedback for EQA is novel, which simulates real deployment environment and provides insights for further exploration in bridging the gap between QA model training and deployment. 
",No
958,7-1235,7-1235_v1_report37844_1@0,This report by Borcherding et al. deals with the creation of a tool to visualize the impact of proteins represented in the Reverse Phase Protein Array (RPPA) on the survival of patients used in The Cancer Genome Atlas (TCGA).,No
959,7-1030,7-1030_v1_report37261_13@0,Two small notes:,No
960,7-1641,7-1641_v1_report40329_11@1,Data sharing needs to be made aware to those who participate in the research.,No
961,23-ARR,23-ARR_v1_review1_4@0,"comments,_suggestions_and_typos.",No
962,2-173,2-173_v1_report1628_4@0,Another concern relates to the data shown in figure 3A.,No
963,7-1306,7-1306_v1_report40612_3@0,"Ideally, a naive user could upload their gene counts (say the output of CellRanger by 10X), tune just a few parameters according to the guidelines in the notebook, and find meaningful clusters in their data.",No
964,7-222,7-222_v1_report31232_1@0,"The article ""Xylariales: First results of mycological exploration in the Sangay and Llanganates National Park, Ecuador "" provides internal transcribed spacer sequences from Xylaria isolates collected from Ecuadorian national parks.",No
965,7-1030,7-1030_v1_report37261_9@0,- Rank proposals based on their mean scores until funding runs out.,No
966,86-ARR,86-ARR_v1_review1_2@1,1. The idea of jointly training inference and interpretation is interesting.,No
967,7-1030,7-1030_v1_report36742_3@3,This would help to put the results into context.,No
968,14-ARR,14-ARR_v1_review1_2@2,"2. The conducted analysis on the annotated story pairs brings relevant insights to this task, such as the fact that in some cases, machine-generated stories are better than references.",No
969,23-ARR,23-ARR_v1_review1_2@4,"Both datasets target the domain generalization of column operation. 
",No
970,7-1030,7-1030_v1_report37261_10@3,"This is also born out by the distribution of TRCs, with the standard deviation of TRCs for the second bucket under method 1 being 4.2, and under method 2 being 6.2.",No
971,86-ARR,86-ARR_v1_review1_4@1,The next sentence immediately proceeds to the model description.,No
972,3-190,3-190_v1_report5802_1@5,"I’m glad the authors have taken the time and effort to document these observations, as there are relatively few long-terms studies of this kind.",No
973,7-1306,7-1306_v1_report40612_14@0,Partly,No
974,30-ARR,30-ARR_v1_review2_1@0,paper_summary.,No
975,7-407,7-407_v1_report35197_8@0,The solution to the multiple analysis problem is to separate research into exploratory studies where adjustments can be made in analysis and pre-planned confirmatory studies.,No
976,10-ARR,10-ARR_v1_review3_3@0,summary_of_weaknesses.,No
977,7-407,7-407_v1_report35197_4@2,It is not impossible that such effects may scale up to a macroscopic level in a not-yet-understood emergent process.,No
978,19-ARR,19-ARR_v1_review2_2@2,"
-Reproducibility to previous versions is ensured.",No
979,7-704,7-704_v1_report34789_10@0,Yes,No
980,169-ARR,169-ARR_v1_review1_1@8,The result shows that a QA model initialized with a small number of labeled training data can be improved by a large margin of accuracy after being fine-tuned with derived feedback data.,No
981,172-ARR,172-ARR_v1_review1_3@4,"Can you explain why?
",No
982,156-ARR,156-ARR_v1_review1_3@2,"Though empirically the proposed DialogVED performs better than PLATO, DialogVED incorporates more other techniques (e.g. n-stream self-attention, memory scheme, masked language modeling, free bits) than PLATO.",No
983,1-12,1-12_v1_report345_11@3,"This would require posttranslational N-terminal acetylation activities which, at least in yeast, seem to exist (Helsens et al., 2011 J Proteome Res).",No
984,19-ARR,19-ARR_v1_review2_2@0,summary_of_strengths. - Design choices are based on an extensive case study that emphasises the gap between model developers and the use of recently proposed evaluation metrics.,No
985,157-ARR,157-ARR_v1_review1_5@0,ethical_concerns.,No
986,7-1030,7-1030_v1_report37261_1@1,"In addition to the framework of Linton (2016) 1 , the idea is also present in the model of Brezis (2007) and is implied by several works on the anti-innovation bias of grant peer review (e.g. Greenberg, 1998 2 ; Gillies, 2008 3 ).",No
987,169-ARR,169-ARR_v1_review1_1@9,"When trained with full training sets in source domains, the QA model can also be adapted to target domains, where only user feedback is available.",No
988,7-1030,7-1030_v1_report37261_15@0,<REF-1> : Improving the Peer review process: Capturing more information and enabling high-risk/high-return research . Research Policy . 2016 ; 45 ( 9 ) : 10.1016/j.respol.2016.07.004 1936 - 1938 10.1016/j.respol.2016.07.004,No
989,166-ARR,166-ARR_v1_review1_1@4,"The approach is evaluated on MS MARCO, TREC DL, and CAR and shows that it can effectively reduce the storage burden while having a minimal impact on ranking effectiveness.",No
990,59-ARR,59-ARR_v1_review4_2@4,-The paper is well written and code and data are available,No
991,172-ARR,172-ARR_v1_review1_3@10,-**Re.,No
992,2-180,2-180_v1_report2135_1@2,"The initial referee Antoni Valero-Cabre, who is an expert in TMS and neuro-stimulation, has already extensively covered the key points, both positive and negative.",No
993,21-ARR,21-ARR_v1_review1_1@5,Experiments are performed on distilling BERT and evaluated on a number of tasks/datasets in the GLUE benchmark.,No
994,3-190,3-190_v1_report5801_2@0,"These data are clear, concise, and important to the continued successful management of these two species; as such, they are worthy of publication.",No
995,7-1641,7-1641_v1_report39449_11@1,“Interviews with researchers”.,No
996,7-697,7-697_v1_report34685_1@2,"Of the 63 patients confirmed as having some degree of vertical mandibular asymmetry, and presumably requiring orthodontic treatment, 39 presented with symptoms of TMD, and 24 did not have any symptoms of TMD.",No
997,59-ARR,59-ARR_v1_review2_1@3,The curated benchmark consists of 19 relations with 1000 examples each.,No
998,23-ARR,23-ARR_v1_review1_4@6,"The figures in Table 3 demonstrates that the performance on the synthetic dataset is much better than that on the repartitioned SQUALL. 
",No
999,7-229,7-229_v1_report31795_4@0,"“We recorded audible sound in all 12 sites. We used autonomous sound recorders (SM2+ recorders with SMX-II microphones, Wildlife Acoustics Inc.) and did not carry out visual surveys, since acoustic recording constitutes a valid survey method for assessing bird richness27, especially for cryptic birds in tropical forests. From February to November 2013, we sampled all three habitats at one site each month for 48 hours, starting at midnight.”",No
